stack=THet2a_s4;stackdb=THet2a_s4_db2;saveTime=3574338588.676000;version=20151224;numHeaderRow=3;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs,
,0,0,NaN,0,753,754,93.3,26,0.3,62,0,0,,,,
,1,1,NaN,754,1747,994,130.3,29,0.3,62,0,0,,,,
,2,2,NaN,1748,2528,781,91.6,0,0.3,62,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,sDist3d,pDist,pDist3d,Filament,SetID,GroupID,
NaN,NaN,39.203999,100.655998,6.000000,6.000000,NaN,NaN,-1.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,-33.630333,-70.704124,NaN,NaN,NaN,
NaN,NaN,39.419998,100.440002,8.000000,8.000000,NaN,NaN,1.000000,0.000000,NaN,NaN,NaN,NaN,0.305467,1.530787,-33.324867,-69.173340,NaN,NaN,NaN,
NaN,NaN,39.636002,100.223999,8.000000,8.000000,NaN,NaN,3.000000,0.000000,NaN,NaN,NaN,NaN,0.610942,1.836262,-33.019390,-68.867859,NaN,NaN,NaN,
NaN,NaN,39.743999,100.115997,8.000000,8.000000,NaN,NaN,4.000000,0.000000,NaN,NaN,NaN,NaN,0.763677,1.988997,-32.866657,-68.715126,NaN,NaN,NaN,
NaN,NaN,39.852001,100.008003,8.000000,8.000000,NaN,NaN,5.000000,0.000000,NaN,NaN,NaN,NaN,0.916409,2.141729,-32.713924,-68.562393,NaN,NaN,NaN,
NaN,NaN,39.959999,99.900002,8.000000,8.000000,NaN,NaN,6.000000,0.000000,NaN,NaN,NaN,NaN,1.069144,2.294464,-32.561188,-68.409660,NaN,NaN,NaN,
NaN,NaN,40.068001,99.792000,8.000000,8.000000,NaN,NaN,7.000000,0.000000,NaN,NaN,NaN,NaN,1.221881,2.447201,-32.408451,-68.256920,NaN,NaN,NaN,
NaN,NaN,40.175999,99.683998,8.000000,8.000000,NaN,NaN,8.000000,0.000000,NaN,NaN,NaN,NaN,1.374616,2.599936,-32.255718,-68.104187,NaN,NaN,NaN,
NaN,NaN,40.284000,99.575996,9.000000,9.000000,NaN,NaN,9.000000,0.000000,NaN,NaN,NaN,NaN,1.527353,3.365331,-32.102982,-67.338791,NaN,NaN,NaN,
NaN,NaN,40.284000,99.468002,10.000000,10.000000,NaN,NaN,10.000000,0.000000,NaN,NaN,NaN,NaN,1.635347,4.123066,-31.994986,-66.581055,NaN,NaN,NaN,
NaN,NaN,40.391998,99.360001,10.000000,10.000000,NaN,NaN,11.000000,0.000000,NaN,NaN,NaN,NaN,1.788082,4.275801,-31.842251,-66.428322,NaN,NaN,NaN,
NaN,NaN,40.391998,99.251999,10.000000,10.000000,NaN,NaN,12.000000,0.000000,NaN,NaN,NaN,NaN,1.896084,4.383802,-31.734249,-66.320320,NaN,NaN,NaN,
NaN,NaN,40.500000,99.143997,10.000000,10.000000,NaN,NaN,13.000000,0.000000,NaN,NaN,NaN,NaN,2.048821,4.536540,-31.581512,-66.167587,NaN,NaN,NaN,
NaN,NaN,40.608002,99.036003,9.000000,9.000000,NaN,NaN,14.000000,0.000000,NaN,NaN,NaN,NaN,2.201553,5.301933,-31.428780,-65.402191,NaN,NaN,NaN,
