stack=THet2a_s10;stackdb=THet2a_s10_db2;saveTime=3575522379.098000;version=20151224;numHeaderRow=3;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs
,0,0,NaN,0,684,685,86.1,0,0.3,62,0,0,,,,
,1,1,NaN,685,1676,992,130.6,0,0.3,62,0,0,,,,
,2,2,NaN,1677,2469,793,93.8,0,0.3,62,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,sDist3d,pDist,pDist3d,Filament,SetID,GroupID
NaN,NaN,41.472000,90.288002,12.000000,12.000000,NaN,NaN,-1.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,-26.232609,-38.745319,NaN,NaN,NaN,
NaN,NaN,41.472000,90.180000,12.000000,12.000000,NaN,NaN,0.000000,0.000000,NaN,NaN,NaN,NaN,0.108002,0.108002,-26.124607,-38.637318,NaN,NaN,NaN,
NaN,NaN,41.472000,90.071999,12.000000,12.000000,NaN,NaN,1.000000,0.000000,NaN,NaN,NaN,NaN,0.216003,0.216003,-26.016605,-38.529316,NaN,NaN,NaN,
NaN,NaN,41.472000,89.963997,12.000000,12.000000,NaN,NaN,2.000000,0.000000,NaN,NaN,NaN,NaN,0.324005,0.324005,-25.908604,-38.421314,NaN,NaN,NaN,
NaN,NaN,41.472000,89.856003,12.000000,12.000000,NaN,NaN,3.000000,0.000000,NaN,NaN,NaN,NaN,0.431999,0.431999,-25.800610,-38.313320,NaN,NaN,NaN,
NaN,NaN,41.472000,89.748001,12.000000,12.000000,NaN,NaN,4.000000,0.000000,NaN,NaN,NaN,NaN,0.540001,0.540001,-25.692608,-38.205318,NaN,NaN,NaN,
NaN,NaN,41.472000,89.639999,12.000000,12.000000,NaN,NaN,5.000000,0.000000,NaN,NaN,NaN,NaN,0.648003,0.648003,-25.584606,-38.097317,NaN,NaN,NaN,
NaN,NaN,41.472000,89.531998,12.000000,12.000000,NaN,NaN,6.000000,0.000000,NaN,NaN,NaN,NaN,0.756004,0.756004,-25.476604,-37.989315,NaN,NaN,NaN,
NaN,NaN,41.472000,89.424004,13.000000,13.000000,NaN,NaN,7.000000,0.000000,NaN,NaN,NaN,NaN,0.863998,1.513740,-25.368610,-37.231579,NaN,NaN,NaN,
NaN,NaN,41.472000,89.316002,13.000000,13.000000,NaN,NaN,8.000000,0.000000,NaN,NaN,NaN,NaN,0.972000,1.621741,-25.260609,-37.123577,NaN,NaN,NaN,
