stack=rr30a_s5;stackdb=rr30a_s5_db2;saveTime=3590469147.596000;version=20151224;numHeaderRow=5;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs,
,0,0,NaN,0,684,685,83.5,52,0.35,57,0,0,,,,
,1,1,NaN,685,1093,409,54.2,20,0.35,57,0,0,,,,
,2,2,NaN,1094,1626,533,67.9,35,0.35,57,0,0,,,,
,3,3,NaN,1627,1846,220,28.4,11,0.3,57,0,0,,,,
,4,4,NaN,1847,2071,225,29.6,17,0.3,57,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,pDist,Filament,SetID,GroupID,sDist3d,pDist3d
NaN,NaN,51.959999,29.040001,32.000000,32.000000,NaN,NaN,72.000000,0.000000,NaN,NaN,NaN,NaN,9.294700,9.294700,NaN,NaN,NaN,12.715652,12.715652,
NaN,NaN,52.080002,28.920000,32.000000,32.000000,NaN,NaN,73.000000,0.000000,NaN,NaN,NaN,NaN,9.464408,9.464408,NaN,NaN,NaN,12.885361,12.885361,
NaN,NaN,52.200001,28.799999,32.000000,32.000000,NaN,NaN,74.000000,0.000000,NaN,NaN,NaN,NaN,9.634113,9.634113,NaN,NaN,NaN,13.055066,13.055066,
NaN,NaN,52.320000,28.680000,32.000000,32.000000,NaN,NaN,75.000000,0.000000,NaN,NaN,NaN,NaN,9.803818,9.803818,NaN,NaN,NaN,13.224770,13.224770,
NaN,NaN,52.439999,28.680000,32.000000,32.000000,NaN,NaN,76.000000,0.000000,NaN,NaN,NaN,NaN,9.923817,9.923817,NaN,NaN,NaN,13.344769,13.344769,
NaN,NaN,52.560001,28.680000,32.000000,32.000000,NaN,NaN,77.000000,0.000000,NaN,NaN,NaN,NaN,10.043819,10.043819,NaN,NaN,NaN,13.464771,13.464771,
NaN,NaN,52.680000,28.680000,32.000000,32.000000,NaN,NaN,78.000000,0.000000,NaN,NaN,NaN,NaN,10.163818,10.163818,NaN,NaN,NaN,13.584770,13.584770,
NaN,NaN,52.799999,28.680000,32.000000,32.000000,NaN,NaN,79.000000,0.000000,NaN,NaN,NaN,NaN,10.283817,10.283817,NaN,NaN,NaN,13.704769,13.704769,
NaN,NaN,52.919998,28.680000,32.000000,32.000000,NaN,NaN,80.000000,0.000000,NaN,NaN,NaN,NaN,10.403816,10.403816,NaN,NaN,NaN,13.824768,13.824768,
NaN,NaN,53.040001,28.680000,32.000000,32.000000,NaN,NaN,81.000000,0.000000,NaN,NaN,NaN,NaN,10.523819,10.523819,NaN,NaN,NaN,13.944771,13.944771,
NaN,NaN,53.160000,28.680000,32.000000,32.000000,NaN,NaN,82.000000,0.000000,NaN,NaN,NaN,NaN,10.643818,10.643818,NaN,NaN,NaN,14.064770,14.064770,
NaN,NaN,53.279999,28.680000,32.000000,32.000000,NaN,NaN,83.000000,0.000000,NaN,NaN,NaN,NaN,10.763817,10.763817,NaN,NaN,NaN,14.184769,14.184769,
NaN,NaN,53.400002,28.680000,32.000000,32.000000,NaN,NaN,84.000000,0.000000,NaN,NaN,NaN,NaN,10.883820,10.883820,NaN,NaN,NaN,14.304771,14.304771,
NaN,NaN,53.520000,28.680000,32.000000,32.000000,NaN,NaN,85.000000,0.000000,NaN,NaN,NaN,NaN,11.003819,11.003819,NaN,NaN,NaN,14.424770,14.424770,
NaN,NaN,53.639999,28.680000,32.000000,32.000000,NaN,NaN,86.000000,0.000000,NaN,NaN,NaN,NaN,11.123817,11.123817,NaN,NaN,NaN,14.544769,14.544769,
NaN,NaN,53.759998,28.680000,32.000000,32.000000,NaN,NaN,87.000000,0.000000,NaN,NaN,NaN,NaN,11.243816,11.243816,NaN,NaN,NaN,14.664768,14.664768,
NaN,NaN,53.880001,28.680000,32.000000,32.000000,NaN,NaN,88.000000,0.000000,NaN,NaN,NaN,NaN,11.363819,11.363819,NaN,NaN,NaN,14.784771,14.784771,
NaN,NaN,54.000000,28.680000,32.000000,32.000000,NaN,NaN,89.000000,0.000000,NaN,NaN,NaN,NaN,11.483818,11.483818,NaN,NaN,NaN,14.904770,14.904770,
NaN,NaN,54.119999,28.680000,32.000000,32.000000,NaN,NaN,90.000000,0.000000,NaN,NaN,NaN,NaN,11.603817,11.603817,NaN,NaN,NaN,15.024769,15.024769,
NaN,NaN,54.240002,28.680000,32.000000,32.000000,NaN,NaN,91.000000,0.000000,NaN,NaN,NaN,NaN,11.723820,11.723820,NaN,NaN,NaN,15.144772,15.144772,
NaN,NaN,54.360001,28.559999,32.000000,32.000000,NaN,NaN,92.000000,0.000000,NaN,NaN,NaN,NaN,11.893525,11.893525,NaN,NaN,NaN,15.314477,15.314477,
NaN,NaN,54.480000,28.559999,32.000000,32.000000,NaN,NaN,93.000000,0.000000,NaN,NaN,NaN,NaN,12.013524,12.013524,NaN,NaN,NaN,15.434476,15.434476,
NaN,NaN,54.599998,28.440001,32.000000,32.000000,NaN,NaN,94.000000,0.000000,NaN,NaN,NaN,NaN,12.183228,12.183228,NaN,NaN,NaN,15.604180,15.604180,
NaN,NaN,54.720001,28.320000,32.000000,32.000000,NaN,NaN,95.000000,0.000000,NaN,NaN,NaN,NaN,12.352937,12.352937,NaN,NaN,NaN,15.773889,15.773889,
NaN,NaN,54.840000,28.200001,32.000000,32.000000,NaN,NaN,96.000000,0.000000,NaN,NaN,NaN,NaN,12.522640,12.522640,NaN,NaN,NaN,15.943593,15.943593,
NaN,NaN,54.840000,28.200001,32.000000,32.000000,NaN,NaN,97.000000,0.000000,NaN,NaN,NaN,NaN,12.522640,12.522640,NaN,NaN,NaN,15.943593,15.943593,
NaN,NaN,54.959999,28.200001,32.000000,32.000000,NaN,NaN,98.000000,0.000000,NaN,NaN,NaN,NaN,12.642639,12.642639,NaN,NaN,NaN,16.063591,16.063591,
NaN,NaN,55.080002,28.080000,32.000000,32.000000,NaN,NaN,99.000000,0.000000,NaN,NaN,NaN,NaN,12.812347,12.812347,NaN,NaN,NaN,16.233299,16.233299,
NaN,NaN,55.200001,28.080000,32.000000,32.000000,NaN,NaN,100.000000,0.000000,NaN,NaN,NaN,NaN,12.932346,12.932346,NaN,NaN,NaN,16.353298,16.353298,
NaN,NaN,55.320000,28.080000,32.000000,32.000000,NaN,NaN,101.000000,0.000000,NaN,NaN,NaN,NaN,13.052345,13.052345,NaN,NaN,NaN,16.473297,16.473297,
NaN,NaN,55.439999,28.080000,32.000000,32.000000,NaN,NaN,102.000000,0.000000,NaN,NaN,NaN,NaN,13.172344,13.172344,NaN,NaN,NaN,16.593296,16.593296,
NaN,NaN,55.560001,28.080000,32.000000,32.000000,NaN,NaN,103.000000,0.000000,NaN,NaN,NaN,NaN,13.292347,13.292347,NaN,NaN,NaN,16.713299,16.713299,
NaN,NaN,55.680000,28.080000,32.000000,32.000000,NaN,NaN,104.000000,0.000000,NaN,NaN,NaN,NaN,13.412346,13.412346,NaN,NaN,NaN,16.833298,16.833298,
NaN,NaN,55.799999,28.080000,32.000000,32.000000,NaN,NaN,105.000000,0.000000,NaN,NaN,NaN,NaN,13.532345,13.532345,NaN,NaN,NaN,16.953297,16.953297,
NaN,NaN,55.919998,28.080000,32.000000,32.000000,NaN,NaN,106.000000,0.000000,NaN,NaN,NaN,NaN,13.652344,13.652344,NaN,NaN,NaN,17.073296,17.073296,
NaN,NaN,56.040001,28.080000,32.000000,32.000000,NaN,NaN,107.000000,0.000000,NaN,NaN,NaN,NaN,13.772346,13.772346,NaN,NaN,NaN,17.193298,17.193298,
NaN,NaN,56.160000,28.080000,32.000000,32.000000,NaN,NaN,108.000000,0.000000,NaN,NaN,NaN,NaN,13.892345,13.892345,NaN,NaN,NaN,17.313297,17.313297,
NaN,NaN,56.279999,28.080000,32.000000,32.000000,NaN,NaN,109.000000,0.000000,NaN,NaN,NaN,NaN,14.012344,14.012344,NaN,NaN,NaN,17.433296,17.433296,
NaN,NaN,56.400002,27.959999,32.000000,32.000000,NaN,NaN,110.000000,0.000000,NaN,NaN,NaN,NaN,14.182053,14.182053,NaN,NaN,NaN,17.603004,17.603004,
NaN,NaN,56.520000,27.959999,32.000000,32.000000,NaN,NaN,111.000000,0.000000,NaN,NaN,NaN,NaN,14.302052,14.302052,NaN,NaN,NaN,17.723003,17.723003,
NaN,NaN,56.639999,27.959999,32.000000,32.000000,NaN,NaN,112.000000,0.000000,NaN,NaN,NaN,NaN,14.422050,14.422050,NaN,NaN,NaN,17.843002,17.843002,
NaN,NaN,56.759998,27.840000,32.000000,32.000000,NaN,NaN,113.000000,0.000000,NaN,NaN,NaN,NaN,14.591755,14.591755,NaN,NaN,NaN,18.012707,18.012707,
