stack=F27A_1_s0;stackdb=F27A_1_s0_db2;saveTime=3544528988.242000;version=20151224;numObjects=37;numSpines=0;condStr=None;pixelx=NaN;pixely=NaN;pixelz=NaN;voxelx=0.108;voxely=0.108;voxelz=1;
Idx,roiType,roiTypeNum,x,y,z,channel,groupID,parentID,cPnt,sDist,pDist,cAuto,cAngle,cLine,cLineNum,cx,cy,cz,cDate,cTime,mDate,mTime,cSeconds,mSeconds,userName,note,edgeList,isDirty,isBad,dynBad,intBad,progType,madeFrom,analParam,analResult1,analResult2,analResult3,analResult4,user1,user2,user3,userBool1,userBool2,userBool3,userType,bSpineMap,bSpineIdx,error,warning,
0,globalPIvot,8,0,0,0,1,,NaN,,,,,,,,,,,2016-03-28,11:57:08,2016-03-28,11:57:08,3542011028.409000,3542011028.410000,ZY,,,,,,,,,,,,,,,,,,,,,,,,,
1,pivotPnt,3,57.024,28.728,34,1,,0,211,,0,,,,,,,,2016-04-04,13:16:51,2016-04-04,13:17:42,3542620611.480000,3542620662.557000,ZY,,,,,,,,,,,,,,,,,,,,,,,,,
2,controlPnt,2,35.132,43.584,33,1,,0,0,0,-28.477,,,center,0,35.1,43.632,33,2016-04-04,13:16:55,2016-04-04,13:16:55,3542620615.145000,3542620615.146000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
3,controlPnt,2,41.936,37.715,33,1,,0,69,9.644,-18.833,,,center,0,41.904,37.692,33,2016-04-04,13:16:57,2016-04-04,13:16:57,3542620617.983000,3542620617.984000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
4,controlPnt,2,53.825,30.537,34,1,,0,180,24.477,-4.0005,,,center,0,53.784,30.564,34,2016-04-04,13:17:01,2016-04-04,13:17:01,3542620621.432000,3542620621.433000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
5,controlPnt,2,66.461,22.058,34,1,,0,299,40.71,12.233,,,center,0,66.42,22.032,34,2016-04-04,13:17:06,2016-04-04,13:17:06,3542620626.865000,3542620626.865000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
6,controlPnt,2,74.835,16.264,35,1,,0,382,51.758,23.281,,,center,0,74.844,16.308,35,2016-04-04,13:17:12,2016-04-04,13:17:12,3542620632.181000,3542620632.181000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
7,controlPnt,2,86.536,12.974,35,1,,0,491,64.898,36.421,,,center,0,86.508,12.96,35,2016-04-04,13:17:15,2016-04-04,13:17:15,3542620635.881000,3542620635.881000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
8,controlPnt,2,87.695,11.568,36,1,,0,505,66.794,38.317,,,center,0,87.696,11.556,36,2016-04-04,13:17:20,2016-04-04,13:17:20,3542620640.555000,3542620640.555000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
9,pivotPnt,3,101.63,176.47,22,1,,1,658,,0,,,,,,,,2016-04-04,13:19:09,2016-04-04,13:19:41,3542620749.343000,3542620781.521000,ZY,,,,,,,,,,,,,,,,,,,,,,,,,
10,controlPnt,2,98.84,192.77,23,1,,1,506,0,-17.471,,,center,0,98.82,192.78,23,2016-04-04,13:19:18,2016-04-04,13:19:18,3542620758.398000,3542620758.399000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
11,controlPnt,2,101.38,179.39,23,1,,1,630,14.466,-3.0055,,,center,0,101.41,179.39,23,2016-04-04,13:19:20,2016-04-04,13:19:20,3542620760.922000,3542620760.923000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
12,controlPnt,2,98.018,163.91,23,1,,1,774,31.475,14.004,,,center,0,98.064,163.94,23,2016-04-04,13:19:23,2016-04-04,13:19:23,3542620763.755000,3542620763.756000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
13,controlPnt,2,98.13,161.11,24,1,,1,801,34.328,16.857,,,center,0,98.172,161.14,24,2016-04-04,13:19:30,2016-04-04,13:19:30,3542620770.582000,3542620770.583000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
14,pivotPnt,3,110.92,24.3,12,1,,2,940,,0,,,,,,,,2016-04-04,13:20:30,2016-04-04,13:21:18,3542620830.839000,3542620878.020000,ZY,,,,,,,,,,,,,,,,,,,,,,,,,
15,controlPnt,2,123.32,38.435,15,1,,2,802,0,-19.546,,,center,0,123.34,38.448,15,2016-04-04,13:20:38,2016-04-04,13:20:38,3542620838.416000,3542620838.417000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
16,controlPnt,2,118.31,33.65,15,1,,2,850,7.1076,-12.438,,,center,0,118.26,33.696,15,2016-04-04,13:20:40,2016-04-04,13:20:40,3542620840.064000,3542620840.065000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
17,controlPnt,2,113.9,27.668,14,1,,2,907,14.945,-4.6006,,,center,0,113.94,27.648,14,2016-04-04,13:20:43,2016-04-04,13:20:43,3542620843.073000,3542620843.074000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
18,controlPnt,2,112.37,25.911,14,1,,2,924,17.344,-2.2016,,,center,0,112.32,25.92,14,2016-04-04,13:20:46,2016-04-04,13:20:46,3542620846.559000,3542620846.560000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
19,controlPnt,2,108.71,22.322,14,1,,2,960,22.511,2.9652,,,center,0,108.76,22.356,14,2016-04-04,13:20:48,2016-04-04,13:20:48,3542620848.573000,3542620848.573000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
20,controlPnt,2,102.99,16.416,14,1,,2,1018,30.948,11.403,,,center,0,103.03,16.416,14,2016-04-04,13:20:51,2016-04-04,13:20:51,3542620851.193000,3542620851.193000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
21,controlPnt,2,100.56,13.761,14,1,,2,1045,34.74,15.195,,,center,0,100.55,13.716,14,2016-04-04,13:20:52,2016-04-04,13:20:52,3542620852.691000,3542620852.692000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
22,pivotPnt,3,62.748,38.88,28,1,,3,1181,,0,,,,,,,,2016-04-04,13:22:19,2016-04-04,13:22:50,3542620939.695000,3542620970.067000,ZY,,,,,,,,,,,,,,,,,,,,,,,,,
23,controlPnt,2,77.172,42.494,31,1,,3,1046,0,-15.948,,,center,0,77.22,42.444,31,2016-04-04,13:22:22,2016-04-04,13:22:22,3542620942.496000,3542620942.497000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
24,controlPnt,2,67.004,39.839,29,1,,3,1141,11.334,-4.6146,,,center,0,66.96,39.852,29,2016-04-04,13:22:25,2016-04-04,13:22:25,3542620945.522000,3542620945.522000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
25,controlPnt,2,59.452,38.718,27,1,,3,1212,19.341,3.3927,,,center,0,59.4,38.772,27,2016-04-04,13:22:30,2016-04-04,13:22:30,3542620950.314000,3542620950.315000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
26,controlPnt,2,51.003,37.26,27,1,,3,1291,28.481,12.532,,,center,0,50.976,37.26,27,2016-04-04,13:22:33,2016-04-04,13:22:33,3542620953.274000,3542620953.275000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
27,controlPnt,2,48.91,36.213,27,1,,3,1311,30.98,15.032,,,center,0,48.924,36.18,27,2016-04-04,13:22:40,2016-04-04,13:22:40,3542620960.185000,3542620960.185000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
28,pivotPnt,3,54.972,146.45,26,1,,4,1518,,0,,,,,,,,2016-04-04,13:23:43,2016-04-04,13:24:34,3542621023.351000,3542621074.030000,ZY,,,,,,,,,,,,,,,,,,,,,,,,,
29,controlPnt,2,51.254,168.28,27,1,,4,1312,0,-23.426,,,center,0,51.3,168.26,27,2016-04-04,13:23:51,2016-04-04,13:23:51,3542621031.210000,3542621031.211000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
30,controlPnt,2,51.777,162.6,26,1,,4,1364,5.8844,-17.542,,,center,0,51.732,162.65,26,2016-04-04,13:23:58,2016-04-04,13:23:58,3542621038.051000,3542621038.052000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
31,controlPnt,2,52.039,160.92,26,1,,4,1381,7.7466,-15.68,,,center,0,52.056,160.92,26,2016-04-04,13:23:59,2016-04-04,13:23:59,3542621039.266000,3542621039.267000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
32,controlPnt,2,53.46,153.29,26,1,,4,1453,15.996,-7.4303,,,center,0,53.46,153.25,26,2016-04-04,13:24:03,2016-04-04,13:24:03,3542621043.754000,3542621043.755000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
33,controlPnt,2,54.656,148.4,26,1,,4,1499,21.348,-2.0782,,,center,0,54.648,148.39,26,2016-04-04,13:24:06,2016-04-04,13:24:06,3542621046.112000,3542621046.112000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
34,controlPnt,2,56.712,142,27,1,,4,1559,28.57,5.1438,,,center,0,56.7,142.02,27,2016-04-04,13:24:10,2016-04-04,13:24:10,3542621050.448000,3542621050.448000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
35,controlPnt,2,58.843,135.46,26,1,,4,1621,36.053,12.626,,,center,0,58.86,135.43,26,2016-04-04,13:24:14,2016-04-04,13:24:14,3542621054.101000,3542621054.101000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
36,controlPnt,2,62.208,124.84,24,1,,4,1720,48.024,24.597,,,center,0,62.208,124.85,24,2016-04-04,13:24:17,2016-04-04,13:24:17,3542621057.409000,3542621057.409000,ZY,,,,,,,,0,,,,,,,,,,,,,,,,,
