stack=rr30a_s4;stackdb=rr30a_s4_db2;saveTime=3590469147.162000;version=20151224;numHeaderRow=5;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs,
,0,0,NaN,0,699,700,85.1,50,0.35,57,0,0,,,,
,1,1,NaN,700,1102,403,53.2,25,0.35,57,0,0,,,,
,2,2,NaN,1103,1639,537,69.1,37,0.35,57,0,0,,,,
,3,3,NaN,1640,1844,205,26.1,11,0.3,57,0,0,,,,
,4,4,NaN,1845,2068,224,30.4,19,0.3,57,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,pDist,Filament,SetID,GroupID,sDist3d,pDist3d
NaN,NaN,42.240002,29.400000,31.000000,31.000000,NaN,NaN,-1.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,NaN,NaN,NaN,0.000000,0.000000,
NaN,NaN,42.360001,29.400000,31.000000,31.000000,NaN,NaN,0.000000,0.000000,NaN,NaN,NaN,NaN,0.119999,0.119999,NaN,NaN,NaN,0.119999,0.119999,
NaN,NaN,42.480000,29.400000,31.000000,31.000000,NaN,NaN,1.000000,0.000000,NaN,NaN,NaN,NaN,0.239998,0.239998,NaN,NaN,NaN,0.239998,0.239998,
NaN,NaN,42.599998,29.400000,31.000000,31.000000,NaN,NaN,2.000000,0.000000,NaN,NaN,NaN,NaN,0.359997,0.359997,NaN,NaN,NaN,0.359997,0.359997,
NaN,NaN,42.720001,29.400000,30.000000,30.000000,NaN,NaN,3.000000,0.000000,NaN,NaN,NaN,NaN,0.480000,0.480000,NaN,NaN,NaN,1.367171,1.367171,
NaN,NaN,42.840000,29.400000,30.000000,30.000000,NaN,NaN,4.000000,0.000000,NaN,NaN,NaN,NaN,0.599998,0.599998,NaN,NaN,NaN,1.487170,1.487170,
NaN,NaN,42.959999,29.400000,30.000000,30.000000,NaN,NaN,5.000000,0.000000,NaN,NaN,NaN,NaN,0.719997,0.719997,NaN,NaN,NaN,1.607169,1.607169,
NaN,NaN,43.080002,29.400000,30.000000,30.000000,NaN,NaN,6.000000,0.000000,NaN,NaN,NaN,NaN,0.840000,0.840000,NaN,NaN,NaN,1.727172,1.727172,
NaN,NaN,43.200001,29.400000,30.000000,30.000000,NaN,NaN,7.000000,0.000000,NaN,NaN,NaN,NaN,0.959999,0.959999,NaN,NaN,NaN,1.847171,1.847171,
NaN,NaN,43.320000,29.400000,30.000000,30.000000,NaN,NaN,8.000000,0.000000,NaN,NaN,NaN,NaN,1.079998,1.079998,NaN,NaN,NaN,1.967170,1.967170,
NaN,NaN,43.439999,29.400000,30.000000,30.000000,NaN,NaN,9.000000,0.000000,NaN,NaN,NaN,NaN,1.199997,1.199997,NaN,NaN,NaN,2.087169,2.087169,
NaN,NaN,43.560001,29.400000,30.000000,30.000000,NaN,NaN,10.000000,0.000000,NaN,NaN,NaN,NaN,1.320000,1.320000,NaN,NaN,NaN,2.207171,2.207171,
NaN,NaN,43.680000,29.280001,31.000000,31.000000,NaN,NaN,11.000000,0.000000,NaN,NaN,NaN,NaN,1.489704,1.489704,NaN,NaN,NaN,3.221469,3.221469,
NaN,NaN,43.799999,29.280001,31.000000,31.000000,NaN,NaN,12.000000,0.000000,NaN,NaN,NaN,NaN,1.609703,1.609703,NaN,NaN,NaN,3.341468,3.341468,
NaN,NaN,43.919998,29.280001,31.000000,31.000000,NaN,NaN,13.000000,0.000000,NaN,NaN,NaN,NaN,1.729702,1.729702,NaN,NaN,NaN,3.461467,3.461467,
NaN,NaN,44.040001,29.280001,31.000000,31.000000,NaN,NaN,14.000000,0.000000,NaN,NaN,NaN,NaN,1.849704,1.849704,NaN,NaN,NaN,3.581470,3.581470,
NaN,NaN,44.160000,29.280001,31.000000,31.000000,NaN,NaN,15.000000,0.000000,NaN,NaN,NaN,NaN,1.969703,1.969703,NaN,NaN,NaN,3.701469,3.701469,
NaN,NaN,44.279999,29.280001,31.000000,31.000000,NaN,NaN,16.000000,0.000000,NaN,NaN,NaN,NaN,2.089702,2.089702,NaN,NaN,NaN,3.821468,3.821468,
NaN,NaN,44.400002,29.160000,31.000000,31.000000,NaN,NaN,17.000000,0.000000,NaN,NaN,NaN,NaN,2.259410,2.259410,NaN,NaN,NaN,3.991176,3.991176,
NaN,NaN,44.520000,29.160000,31.000000,31.000000,NaN,NaN,18.000000,0.000000,NaN,NaN,NaN,NaN,2.379409,2.379409,NaN,NaN,NaN,4.111175,4.111175,
NaN,NaN,44.520000,29.160000,31.000000,31.000000,NaN,NaN,19.000000,0.000000,NaN,NaN,NaN,NaN,2.379409,2.379409,NaN,NaN,NaN,4.111175,4.111175,
NaN,NaN,44.639999,29.160000,31.000000,31.000000,NaN,NaN,20.000000,0.000000,NaN,NaN,NaN,NaN,2.499408,2.499408,NaN,NaN,NaN,4.231174,4.231174,
NaN,NaN,44.759998,29.160000,31.000000,31.000000,NaN,NaN,21.000000,0.000000,NaN,NaN,NaN,NaN,2.619407,2.619407,NaN,NaN,NaN,4.351172,4.351172,
NaN,NaN,44.880001,29.160000,31.000000,31.000000,NaN,NaN,22.000000,0.000000,NaN,NaN,NaN,NaN,2.739410,2.739410,NaN,NaN,NaN,4.471175,4.471175,
NaN,NaN,45.000000,29.040001,30.000000,30.000000,NaN,NaN,23.000000,0.000000,NaN,NaN,NaN,NaN,2.909114,2.909114,NaN,NaN,NaN,5.485473,5.485473,
NaN,NaN,45.119999,29.040001,30.000000,30.000000,NaN,NaN,24.000000,0.000000,NaN,NaN,NaN,NaN,3.029113,3.029113,NaN,NaN,NaN,5.605472,5.605472,
NaN,NaN,45.240002,29.040001,30.000000,30.000000,NaN,NaN,25.000000,0.000000,NaN,NaN,NaN,NaN,3.149116,3.149116,NaN,NaN,NaN,5.725474,5.725474,
NaN,NaN,45.360001,29.040001,30.000000,30.000000,NaN,NaN,26.000000,0.000000,NaN,NaN,NaN,NaN,3.269115,3.269115,NaN,NaN,NaN,5.845473,5.845473,
NaN,NaN,45.480000,29.040001,30.000000,30.000000,NaN,NaN,27.000000,0.000000,NaN,NaN,NaN,NaN,3.389114,3.389114,NaN,NaN,NaN,5.965472,5.965472,
NaN,NaN,45.599998,29.040001,30.000000,30.000000,NaN,NaN,28.000000,0.000000,NaN,NaN,NaN,NaN,3.509113,3.509113,NaN,NaN,NaN,6.085471,6.085471,
NaN,NaN,45.720001,29.040001,30.000000,30.000000,NaN,NaN,29.000000,0.000000,NaN,NaN,NaN,NaN,3.629115,3.629115,NaN,NaN,NaN,6.205474,6.205474,
NaN,NaN,45.840000,29.040001,30.000000,30.000000,NaN,NaN,30.000000,0.000000,NaN,NaN,NaN,NaN,3.749114,3.749114,NaN,NaN,NaN,6.325473,6.325473,
NaN,NaN,45.959999,29.040001,30.000000,30.000000,NaN,NaN,31.000000,0.000000,NaN,NaN,NaN,NaN,3.869113,3.869113,NaN,NaN,NaN,6.445472,6.445472,
NaN,NaN,46.080002,28.920000,30.000000,30.000000,NaN,NaN,32.000000,0.000000,NaN,NaN,NaN,NaN,4.038821,4.038821,NaN,NaN,NaN,6.615180,6.615180,
NaN,NaN,46.200001,28.799999,30.000000,30.000000,NaN,NaN,33.000000,0.000000,NaN,NaN,NaN,NaN,4.208527,4.208527,NaN,NaN,NaN,6.784885,6.784885,
NaN,NaN,46.320000,28.799999,30.000000,30.000000,NaN,NaN,34.000000,0.000000,NaN,NaN,NaN,NaN,4.328526,4.328526,NaN,NaN,NaN,6.904884,6.904884,
NaN,NaN,46.439999,28.680000,30.000000,30.000000,NaN,NaN,35.000000,0.000000,NaN,NaN,NaN,NaN,4.498230,4.498230,NaN,NaN,NaN,7.074589,7.074589,
NaN,NaN,46.560001,28.559999,30.000000,30.000000,NaN,NaN,36.000000,0.000000,NaN,NaN,NaN,NaN,4.667938,4.667938,NaN,NaN,NaN,7.244297,7.244297,
NaN,NaN,46.680000,28.440001,30.000000,30.000000,NaN,NaN,37.000000,0.000000,NaN,NaN,NaN,NaN,4.837642,4.837642,NaN,NaN,NaN,7.414001,7.414001,
NaN,NaN,46.799999,28.440001,30.000000,30.000000,NaN,NaN,38.000000,0.000000,NaN,NaN,NaN,NaN,4.957641,4.957641,NaN,NaN,NaN,7.534000,7.534000,
NaN,NaN,46.919998,28.440001,30.000000,30.000000,NaN,NaN,39.000000,0.000000,NaN,NaN,NaN,NaN,5.077640,5.077640,NaN,NaN,NaN,7.653999,7.653999,
NaN,NaN,47.040001,28.440001,30.000000,30.000000,NaN,NaN,40.000000,0.000000,NaN,NaN,NaN,NaN,5.197643,5.197643,NaN,NaN,NaN,7.774002,7.774002,
NaN,NaN,47.160000,28.440001,30.000000,30.000000,NaN,NaN,41.000000,0.000000,NaN,NaN,NaN,NaN,5.317642,5.317642,NaN,NaN,NaN,7.894001,7.894001,
NaN,NaN,47.279999,28.440001,30.000000,30.000000,NaN,NaN,42.000000,0.000000,NaN,NaN,NaN,NaN,5.437641,5.437641,NaN,NaN,NaN,8.013999,8.013999,
NaN,NaN,47.400002,28.440001,30.000000,30.000000,NaN,NaN,43.000000,0.000000,NaN,NaN,NaN,NaN,5.557643,5.557643,NaN,NaN,NaN,8.134002,8.134002,
