stack=rr30a_s7;stackdb=rr30a_s7_db2;saveTime=3590469148.464000;version=20151224;numHeaderRow=5;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs,
,0,0,NaN,0,686,687,84.6,56,0.35,57,0,0,,,,
,1,1,NaN,687,1101,415,54.2,18,0.35,57,0,0,,,,
,2,2,NaN,1102,1641,540,69.9,38,0.35,57,0,0,,,,
,3,3,NaN,1642,1853,212,27.1,8,0.3,57,0,0,,,,
,4,4,NaN,1854,2106,253,32.9,15,0.3,57,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,pDist,Filament,SetID,GroupID,sDist3d,pDist3d
NaN,NaN,42.720001,28.440001,30.000000,30.000000,NaN,NaN,-1.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,NaN,NaN,NaN,0.000000,0.000000,
NaN,NaN,42.840000,28.440001,30.000000,30.000000,NaN,NaN,0.000000,0.000000,NaN,NaN,NaN,NaN,0.119999,0.119999,NaN,NaN,NaN,0.119999,0.119999,
NaN,NaN,42.959999,28.440001,30.000000,30.000000,NaN,NaN,1.000000,0.000000,NaN,NaN,NaN,NaN,0.239998,0.239998,NaN,NaN,NaN,0.239998,0.239998,
NaN,NaN,43.080002,28.440001,30.000000,30.000000,NaN,NaN,2.000000,0.000000,NaN,NaN,NaN,NaN,0.360001,0.360001,NaN,NaN,NaN,0.360001,0.360001,
NaN,NaN,43.200001,28.440001,30.000000,30.000000,NaN,NaN,3.000000,0.000000,NaN,NaN,NaN,NaN,0.480000,0.480000,NaN,NaN,NaN,0.480000,0.480000,
NaN,NaN,43.320000,28.440001,30.000000,30.000000,NaN,NaN,4.000000,0.000000,NaN,NaN,NaN,NaN,0.599998,0.599998,NaN,NaN,NaN,0.599998,0.599998,
NaN,NaN,43.439999,28.440001,30.000000,30.000000,NaN,NaN,5.000000,0.000000,NaN,NaN,NaN,NaN,0.719997,0.719997,NaN,NaN,NaN,0.719997,0.719997,
NaN,NaN,43.560001,28.440001,30.000000,30.000000,NaN,NaN,6.000000,0.000000,NaN,NaN,NaN,NaN,0.840000,0.840000,NaN,NaN,NaN,0.840000,0.840000,
NaN,NaN,43.680000,28.440001,30.000000,30.000000,NaN,NaN,7.000000,0.000000,NaN,NaN,NaN,NaN,0.959999,0.959999,NaN,NaN,NaN,0.959999,0.959999,
NaN,NaN,43.799999,28.440001,30.000000,30.000000,NaN,NaN,8.000000,0.000000,NaN,NaN,NaN,NaN,1.079998,1.079998,NaN,NaN,NaN,1.079998,1.079998,
NaN,NaN,43.919998,28.440001,30.000000,30.000000,NaN,NaN,9.000000,0.000000,NaN,NaN,NaN,NaN,1.199997,1.199997,NaN,NaN,NaN,1.199997,1.199997,
NaN,NaN,44.040001,28.320000,30.000000,30.000000,NaN,NaN,10.000000,0.000000,NaN,NaN,NaN,NaN,1.369705,1.369705,NaN,NaN,NaN,1.369705,1.369705,
NaN,NaN,44.160000,28.320000,30.000000,30.000000,NaN,NaN,11.000000,0.000000,NaN,NaN,NaN,NaN,1.489704,1.489704,NaN,NaN,NaN,1.489704,1.489704,
NaN,NaN,44.279999,28.320000,30.000000,30.000000,NaN,NaN,12.000000,0.000000,NaN,NaN,NaN,NaN,1.609703,1.609703,NaN,NaN,NaN,1.609703,1.609703,
NaN,NaN,44.400002,28.200001,30.000000,30.000000,NaN,NaN,13.000000,0.000000,NaN,NaN,NaN,NaN,1.779410,1.779410,NaN,NaN,NaN,1.779410,1.779410,
NaN,NaN,44.520000,28.080000,30.000000,30.000000,NaN,NaN,14.000000,0.000000,NaN,NaN,NaN,NaN,1.949115,1.949115,NaN,NaN,NaN,1.949115,1.949115,
NaN,NaN,44.639999,28.080000,30.000000,30.000000,NaN,NaN,15.000000,0.000000,NaN,NaN,NaN,NaN,2.069114,2.069114,NaN,NaN,NaN,2.069114,2.069114,
NaN,NaN,44.759998,28.080000,30.000000,30.000000,NaN,NaN,16.000000,0.000000,NaN,NaN,NaN,NaN,2.189113,2.189113,NaN,NaN,NaN,2.189113,2.189113,
NaN,NaN,44.880001,28.080000,30.000000,30.000000,NaN,NaN,17.000000,0.000000,NaN,NaN,NaN,NaN,2.309116,2.309116,NaN,NaN,NaN,2.309116,2.309116,
NaN,NaN,45.000000,28.080000,30.000000,30.000000,NaN,NaN,18.000000,0.000000,NaN,NaN,NaN,NaN,2.429115,2.429115,NaN,NaN,NaN,2.429115,2.429115,
NaN,NaN,45.119999,28.080000,30.000000,30.000000,NaN,NaN,19.000000,0.000000,NaN,NaN,NaN,NaN,2.549114,2.549114,NaN,NaN,NaN,2.549114,2.549114,
NaN,NaN,45.240002,27.959999,30.000000,30.000000,NaN,NaN,20.000000,0.000000,NaN,NaN,NaN,NaN,2.718822,2.718822,NaN,NaN,NaN,2.718822,2.718822,
NaN,NaN,45.360001,27.840000,30.000000,30.000000,NaN,NaN,21.000000,0.000000,NaN,NaN,NaN,NaN,2.888526,2.888526,NaN,NaN,NaN,2.888526,2.888526,
NaN,NaN,45.480000,27.840000,30.000000,30.000000,NaN,NaN,22.000000,0.000000,NaN,NaN,NaN,NaN,3.008525,3.008525,NaN,NaN,NaN,3.008525,3.008525,
NaN,NaN,45.599998,27.840000,30.000000,30.000000,NaN,NaN,23.000000,0.000000,NaN,NaN,NaN,NaN,3.128524,3.128524,NaN,NaN,NaN,3.128524,3.128524,
NaN,NaN,45.720001,27.840000,30.000000,30.000000,NaN,NaN,24.000000,0.000000,NaN,NaN,NaN,NaN,3.248527,3.248527,NaN,NaN,NaN,3.248527,3.248527,
NaN,NaN,45.840000,27.840000,30.000000,30.000000,NaN,NaN,25.000000,0.000000,NaN,NaN,NaN,NaN,3.368526,3.368526,NaN,NaN,NaN,3.368526,3.368526,
NaN,NaN,45.959999,27.840000,30.000000,30.000000,NaN,NaN,26.000000,0.000000,NaN,NaN,NaN,NaN,3.488524,3.488524,NaN,NaN,NaN,3.488524,3.488524,
NaN,NaN,46.080002,27.840000,30.000000,30.000000,NaN,NaN,27.000000,0.000000,NaN,NaN,NaN,NaN,3.608527,3.608527,NaN,NaN,NaN,3.608527,3.608527,
NaN,NaN,46.200001,27.840000,30.000000,30.000000,NaN,NaN,28.000000,0.000000,NaN,NaN,NaN,NaN,3.728526,3.728526,NaN,NaN,NaN,3.728526,3.728526,
NaN,NaN,46.320000,27.840000,30.000000,30.000000,NaN,NaN,29.000000,0.000000,NaN,NaN,NaN,NaN,3.848525,3.848525,NaN,NaN,NaN,3.848525,3.848525,
NaN,NaN,46.439999,27.719999,30.000000,30.000000,NaN,NaN,30.000000,0.000000,NaN,NaN,NaN,NaN,4.018230,4.018230,NaN,NaN,NaN,4.018230,4.018230,
NaN,NaN,46.439999,27.719999,30.000000,30.000000,NaN,NaN,31.000000,0.000000,NaN,NaN,NaN,NaN,4.018230,4.018230,NaN,NaN,NaN,4.018230,4.018230,
NaN,NaN,46.560001,27.719999,30.000000,30.000000,NaN,NaN,32.000000,0.000000,NaN,NaN,NaN,NaN,4.138233,4.138233,NaN,NaN,NaN,4.138233,4.138233,
NaN,NaN,46.680000,27.719999,30.000000,30.000000,NaN,NaN,33.000000,0.000000,NaN,NaN,NaN,NaN,4.258232,4.258232,NaN,NaN,NaN,4.258232,4.258232,
NaN,NaN,46.799999,27.600000,30.000000,30.000000,NaN,NaN,34.000000,0.000000,NaN,NaN,NaN,NaN,4.427937,4.427937,NaN,NaN,NaN,4.427937,4.427937,
NaN,NaN,46.919998,27.600000,30.000000,30.000000,NaN,NaN,35.000000,0.000000,NaN,NaN,NaN,NaN,4.547935,4.547935,NaN,NaN,NaN,4.547935,4.547935,
NaN,NaN,47.040001,27.600000,30.000000,30.000000,NaN,NaN,36.000000,0.000000,NaN,NaN,NaN,NaN,4.667938,4.667938,NaN,NaN,NaN,4.667938,4.667938,
NaN,NaN,47.160000,27.600000,30.000000,30.000000,NaN,NaN,37.000000,0.000000,NaN,NaN,NaN,NaN,4.787937,4.787937,NaN,NaN,NaN,4.787937,4.787937,
NaN,NaN,47.279999,27.480000,30.000000,30.000000,NaN,NaN,38.000000,0.000000,NaN,NaN,NaN,NaN,4.957643,4.957643,NaN,NaN,NaN,4.957643,4.957643,
NaN,NaN,47.400002,27.480000,30.000000,30.000000,NaN,NaN,39.000000,0.000000,NaN,NaN,NaN,NaN,5.077645,5.077645,NaN,NaN,NaN,5.077645,5.077645,
NaN,NaN,47.520000,27.480000,30.000000,30.000000,NaN,NaN,40.000000,0.000000,NaN,NaN,NaN,NaN,5.197644,5.197644,NaN,NaN,NaN,5.197644,5.197644,
NaN,NaN,47.639999,27.480000,30.000000,30.000000,NaN,NaN,41.000000,0.000000,NaN,NaN,NaN,NaN,5.317643,5.317643,NaN,NaN,NaN,5.317643,5.317643,
NaN,NaN,47.759998,27.480000,30.000000,30.000000,NaN,NaN,42.000000,0.000000,NaN,NaN,NaN,NaN,5.437642,5.437642,NaN,NaN,NaN,5.437642,5.437642,
NaN,NaN,47.880001,27.480000,30.000000,30.000000,NaN,NaN,43.000000,0.000000,NaN,NaN,NaN,NaN,5.557645,5.557645,NaN,NaN,NaN,5.557645,5.557645,
NaN,NaN,48.000000,27.480000,30.000000,30.000000,NaN,NaN,44.000000,0.000000,NaN,NaN,NaN,NaN,5.677644,5.677644,NaN,NaN,NaN,5.677644,5.677644,
NaN,NaN,48.119999,27.480000,30.000000,30.000000,NaN,NaN,45.000000,0.000000,NaN,NaN,NaN,NaN,5.797643,5.797643,NaN,NaN,NaN,5.797643,5.797643,
NaN,NaN,48.240002,27.480000,30.000000,30.000000,NaN,NaN,46.000000,0.000000,NaN,NaN,NaN,NaN,5.917645,5.917645,NaN,NaN,NaN,5.917645,5.917645,
NaN,NaN,48.360001,27.480000,30.000000,30.000000,NaN,NaN,47.000000,0.000000,NaN,NaN,NaN,NaN,6.037644,6.037644,NaN,NaN,NaN,6.037644,6.037644,
